i,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
1199,29485,857611,737379,750063,358081,274938,28148,705869,351460,538900,173988,992749
1200,936895,543287,802164,205033,240891,956504,959909,666890,231277,1020126,2573,729365
1201,152248,821011,721521,964458,477425,706708,371247,758432,222966,531863,422222,759137
1202,182758,66643,329137,812894,385781,429748,230420,913854,527275,382810,670600,619376
1203,455900,370606,403452,677291,449123,659911,250892,736089,652751,944555,759450,649828
1204,875547,701115,929873,24434,70047,526111,55012,671893,491813,581544,113699,308576
1205,546824,318822,636025,267672,829013,848398,299226,479730,391207,58075,564869,977880
1206,1043546,826886,394839,642182,45068,871883,677526,407265,963786,45089,790081,491746
1207,785331,357824,847292,108083,866343,514158,573952,509441,860336,521596,506713,567512
1208,842419,644993,524827,371698,70107,614215,670096,734348,191404,649883,764095,57314
1209,506473,1042224,991868,430887,704467,300923,66330,726915,766265,805140,546465,164777
1210,40429,633611,58728,75490,288994,755569,277098,1013156,502032,33938,317396,14142
1211,222573,118073,785972,891778,538566,982491,804841,296675,458404,731607,212748,317674
1212,967971,203749,620061,953355,752883,912959,874049,43412,998033,155587,178926,682864
1213,384886,635540,686370,964404,155163,287520,432909,563906,164925,71755,951972,564443
1214,893508,628347,825131,89097,1037508,75055,355959,1025568,194981,171369,60921,535475
1215,756420,531789,800656,26847,77358,909063,516904,79611,171929,521930,1006385,353383
1216,829785,923994,43210,53108,171220,613525,213454,158211,572923,1022168,262397,634662
1217,312173,166341,388243,869673,263592,1041108,735611,636995,193996,687909,433339,601851
1218,1043327,719718,512239,448369,875319,435829,884169,870570,17097,803110,733356,192799
1219,335188,763006,877595,23872,43982,394026,219183,759899,603522,968225,469336,927061
1220,882702,446948,846539,484327,609172,455375,734304,264073,531899,900796,101051,729135
1221,618596,131758,495824,281369,350691,566976,324663,983827,76731,635619,367024,906480
1222,687283,680786,569425,945278,827536,906157,895337,655187,714429,233277,379502,183326
1223,835628,242083,193477,919960,1023863,612008,865147,638352,988714,634848,108098,666243
1224,690730,582476,1047775,326844,180471,768116,800211,401987,906384,806402,587985,805385
1225,828222,978362,234169,1042250,49014,638532,664188,898455,973663,789953,1006901,768046
1226,196663,72108,432268,283926,382062,798616,426906,928995,913629,192671,362298,778550
1227,620473,861198,110207,37361,396719,442396,869191,20979,142803,430322,648061,780676
1228,912489,768848,527492,894933,39023,72859,47406,1014337,50894,660648,174836,483324
1229,617624,857014,741833,96388,623462,292180,164472,573279,138008,80225,365779,781607
1230,737545,785911,291823,808326,389025,762609,929190,271923,719825,720429,116232,585930
1231,611005,593662,537028,850075,706122,286295,1023488,129441,79730,101519,32060,548714
1232,891699,934594,510999,593959,641086,257770,158773,354700,739695,365610,738466,917134
1233,116782,465386,510169,1007538,771085,302499,3633,53103,752979,1035362,654543,285925
1234,741553,857620,488843,235340,574805,366297,870301,420734,688648,355703,525994,659842
1235,412259,794718,338822,823723,323523,947872,638549,923929,504819,63358,1009161,847558
1236,969403,1018211,687587,866646,839354,194230,18928,988147,756437,963716,31441,1001748
1237,433525,22969,1031561,777831,863357,591800,472898,511537,46316,21425,335702,29832
1238,710673,458966,940052,735617,970576,191142,11661,2405,261541,898506,251095,164975
1239,689886,161537,728596,749906,198252,271372,243647,903493,790748,405995,112571,61379
1240,522864,609337,985242,13642,217433,829355,543287,971971,415033,887598,440221,716827
1241,442230,59088,266622,501827,846362,820951,996633,403510,225648,373428,446415,793340
1242,480589,712628,107690,163601,973175,362577,248180,359897,317217,698644,224925,191368
1243,307616,724603,630637,981030,832509,68608,224163,691528,410913,606159,543222,312627
1244,669046,806845,84175,908771,76993,810133,362979,589761,478851,655113,313596,647819
1245,15989,562367,954583,137050,312362,103471,483085,617578,938252,924421,307283,763121
1246,125570,792540,805738,85343,490377,20484,506078,931077,933426,338020,45121,629971
1247,674512,332008,747576,457155,261993,703094,641990,814391,341981,993774,515630,724648
1248,460938,343358,49156,394967,948134,580601,289055,317162,938318,534115,723943,551112
1249,392152,332712,943915,590436,481864,345652,63011,916494,907675,677996,119598,558129
1250,922034,171239,918295,64504,683838,933732,679057,203359,27810,122121,318959,1007910
1251,614621,336432,38612,593487,222088,590427,467722,111073,388480,832417,840155,1032420
1252,396514,1011398,311570,834316,268174,610447,101081,996611,930857,987010,156686,67322
1253,362700,214938,580504,34159,837868,328045,13080,877577,105129,433527,837210,33444
1254,487059,135955,736895,937826,204203,628911,850743,196931,620274,436287,785545,211554
1255,46481,544253,767187,899569,69935,92422,129005,382638,233554,192775,14656,1038981
1256,473245,874279,68952,600623,315306,850204,385035,235356,873643,1023548,891898,782345
1257,930668,344326,324956,727860,741984,932935,419940,928828,11839,2975,354945,377401
1258,598079,528896,498727,1005691,83569,285579,970294,780937,600705,116172,164407,260968
1259,587179,695614,289928,230590,697280,511316,51443,68140,653510,301744,692752,216668
1260,53073,450855,641299,697591,240251,127902,906389,918936,733120,837071,259120,182377
1261,869438,183091,28151,415931,625459,6794,644615,104975,170714,647679,812932,49403
1262,893620,483152,797249,867257,792542,279580,80394,61243,779072,74005,1037734,82155
1263,825321,195294,436906,917170,985623,884796,259449,389482,305753,886669,687165,27689
1264,130058,726908,648316,33359,853392,527885,27802,995698,497154,1029772,433911,637434
1265,1313,83633,688592,345055,948748,515607,34451,739447,512148,82753,388997,675915
1266,353679,276398,857700,270259,750292,581045,338548,152474,703100,813147,307966,5169
1267,284100,598330,857328,339454,93994,999428,523171,921591,29538,301886,28564,640523
1268,859210,850405,1028265,240100,77211,763544,456263,960626,225866,835794,89922,452379
1269,769330,764883,647710,338560,538188,255581,399582,641239,602774,464906,219195,930734
1270,983019,713855,304163,261620,525161,250760,399233,323904,763673,1003480,173597,81191
1271,911729,501423,807550,551386,780941,532892,508136,223329,495156,21890,701491,102129
1272,955473,666645,199535,193396,380197,521144,292811,381910,1032753,661665,631557,739433
1273,129744,874436,695472,220998,756734,364217,614139,583637,14178,411371,872996,837974
1274,536059,174844,1752,361469,6573,452988,59016,386489,936704,51910,123843,836208
1275,126453,46338,17841,817226,695828,558580,881037,126634,117153,73980,735470,607867
1276,787247,312287,285791,1038695,608841,987857,288082,1029554,284930,962162,944071,313943
1277,447840,857547,98319,908297,429457,135491,1037264,613963,828135,721230,1002337,998058
1278,1042854,596245,455227,400732,493098,109803,462930,377902,225284,83691,1037081,221581
1279,948593,992543,138438,1008993,687510,234822,896894,794026,1047139,947365,504217,275605
1280,725636,417438,999162,587030,881282,387334,191356,283947,930175,834066,611527,769014
1281,568976,560285,875388,383659,455282,28252,799302,742510,718,839393,374559,297919
1282,399458,340711,62984,521210,967763,454873,824558,628987,549545,955076,543018,620856
1283,734637,593140,62966,539512,509781,398144,652990,385250,1027636,153207,981295,282972
1284,756570,22803,77816,518660,557999,458682,470408,128127,155042,53759,750815,118335
1285,308362,737574,428076,922213,793570,59079,60618,384534,494841,348339,306600,640250
1286,171166,884798,714992,66903,977775,170442,107733,718024,369071,503038,33846,865920
1287,128088,844750,101886,482451,889007,895900,626776,282958,616005,936984,944157,681033
1288,82303,296010,448360,765105,324127,496460,48054,39611,384616,214042,1027906,73636
1289,630371,256457,355392,677585,324689,252096,323383,863755,917504,664384,28544,510874
1290,177477,454952,209137,134954,679613,650528,932597,603838,876927,129453,905019,838079
1291,574436,646699,270092,813062,635398,455351,915077,977646,679084,1011839,821860,387704
1292,884971,11753,432912,826108,944615,79898,988372,605765,546165,589132,394825,65942
1293,809175,163694,661581,331232,862192,628024,414919,614809,157096,123820,528985,638512
1294,237791,724661,942142,89705,954385,588978,164444,218182,288365,296349,581401,715454
1295,688716,32493,272520,352287,242556,348393,975901,25807,459234,697867,980400,322235
1296,461038,880656,929493,545115,133024,616366,41198,947307,24341,422357,814737,658159
1297,340885,411798,667364,172883,945984,169745,995325,669514,636288,423936,732784,682966
1298,979832,486476,319401,554346,487372,481233,357100,702017,315212,734891,161226,838311
1299,200771,475301,782821,205269,994327,1041175,481500,57324,1027877,497835,1044192,838960
1300,329500,371613,194369,841411,922285,813676,428805,732556,149724,566034,22902,535427
1301,121964,795778,532867,517862,148559,518133,544826,923936,186177,385963,729736,381127
1302,955592,914559,198705,730889,672967,234396,652590,658432,146342,52688,295306,68806
1303,514284,920154,395547,506309,996612,715340,198677,223001,822741,766735,26374,243791
1304,184050,916910,954067,759831,692999,49271,814203,901705,820627,184238,759278,968729
1305,547467,766096,788527,905444,254680,840889,304694,22663,999875,956171,437266,735080
1306,633870,512750,317438,712763,106474,357799,631437,849325,359705,929952,718796,830777
1307,397244,655602,613852,771589,734947,596633,650976,166599,884420,673060,747553,637013
1308,171715,622823,917803,472944,592486,752084,1016463,569000,500851,136602,71705,466240
1309,290601,282000,975514,703426,490424,647808,990397,171522,203778,800774,328190,458652
1310,866417,903154,701497,432247,180267,389913,746515,265629,7658,678041,460909,5265
1311,748916,551355,481718,490022,819048,746624,185189,873918,714859,176527,855519,607864
1312,239350,119028,690604,9166,775178,794478,979686,1023893,833517,656420,243350,609652
1313,336784,128723,624916,219830,173781,594052,435922,263251,1009443,269849,897501,225023
1314,21403,176187,239107,152795,1035834,34117,196565,240385,987225,96467,639102,656469
1315,404271,900319,625124,573555,547174,8591,387092,569911,295948,55474,887916,150440
1316,583737,511817,353135,926948,706302,16070,599403,401234,404832,771834,390203,103443
1317,750778,509806,281291,322827,28867,335697,155658,826036,365166,1031674,660930,740682
1318,154583,12384,753915,883712,816314,603719,920439,151960,684374,175853,993228,917858
1319,949353,293486,729265,1002815,335526,582042,19699,131204,333691,838643,59066,349723
1320,431393,764688,361981,620406,98493,157250,238268,831473,1004340,456109,166069,579639
1321,719400,659798,995491,528205,161532,303460,44103,831593,730016,569192,318675,749551
1322,784482,1013396,740610,802564,55907,481481,1047682,471475,102389,28016,659268,417420
1323,764732,1009027,976478,520575,509336,52116,577429,452985,173320,616478,8932,140635
1324,912477,814792,800705,671740,257395,987916,800949,362086,416063,916233,91569,667484
1325,999627,994633,230765,877636,187063,61139,180316,628947,7150,909127,262223,428454
1326,948899,808805,605890,76515,261391,258499,76833,681053,841453,135031,701847,405953
1327,316707,539418,400905,303254,393692,556199,202074,823445,749440,231114,371048,2337
1328,810632,297698,959318,605910,645019,230682,853508,24475,820002,78329,570658,63894
1329,708742,412695,76365,579930,889329,889525,270887,534006,314965,46910,470135,958827
1330,982667,681325,937596,764410,183962,724915,513357,84491,800677,639900,185743,469091
1331,454650,46651,975201,511921,164040,738411,571869,114000,178224,828731,752896,527201
1332,111900,512580,452817,806375,626630,260057,63628,621037,662377,966689,839082,491906
1333,994196,593282,414813,703594,999478,41063,973387,172068,787699,23476,283527,786431
1334,228161,285998,764558,388794,322935,214237,888695,258863,539207,1038077,353736,98251
1335,110727,424561,872709,108678,844727,90400,21744,424321,703943,145939,324307,118496
1336,265309,330550,92686,652032,295492,31302,273378,867223,243537,1027680,449580,481928
1337,980961,227697,746809,286460,110755,556117,967012,401508,416241,512473,1031790,953442
1338,623607,822308,870349,940088,623748,87793,26868,812922,733125,696066,982322,239770
1339,791321,198894,647974,1005987,107774,988637,784329,161966,959543,604049,653749,974478
1340,148089,776420,972265,283478,530282,581348,300118,132325,426072,952991,706770,21918
1341,567048,739800,55888,682525,923781,567398,732522,657905,763265,431411,140861,882287
1342,987470,809418,887588,430726,856634,432728,777550,598040,691468,895197,619902,533889
1343,423413,334963,492529,506284,678045,599598,1033431,884967,30650,23885,380111,566244
1344,617861,416867,650877,262235,832332,900214,394286,144651,418654,1035999,962730,446934
1345,71668,228979,485052,961205,912802,678839,426045,541057,854665,617729,911712,821761
1346,611901,989426,830996,774634,378815,525855,793130,664977,134462,875387,441131,596738
1347,1008079,273693,949305,415118,341927,355955,533658,388575,257086,120875,723028,847326
1348,436296,109327,521611,945000,646250,825633,52710,313361,725513,70977,503453,706987
1349,215825,110244,1003675,212407,857316,195013,318651,344763,779027,193835,219543,137471
1350,211301,333323,826536,372921,1034460,933108,309966,972854,717702,644110,110001,580068
1351,277329,539716,83144,862613,570636,793609,275612,105021,443554,576097,50560,178668
1352,612893,506075,432424,87518,831889,989424,28533,603464,267689,222100,694625,11447
1353,271618,350628,289116,655464,636240,657087,847265,579303,651547,422917,1009664,850959
1354,786809,750578,191501,7458,939773,78283,51183,701400,178565,347372,749995,924579
1355,850486,16586,504223,788097,365637,561140,147440,149476,628629,709262,763276,418240
1356,229054,926856,778244,20852,43810,704635,687383,1021882,301587,198257,203190,343503
1357,354296,187188,790914,209777,341296,847821,519810,338656,448268,991111,985193,763285
1358,591119,414915,477682,774372,764082,81061,548485,709031,639567,546947,300691,408197
1359,7622,938939,123668,60259,465323,89756,850790,165009,187884,487677,299062,29338
1360,632290,919687,171923,847488,903408,404047,1044160,604237,934957,616637,522408,454723
1361,393410,1003804,973207,960247,724611,622014,1041551,475538,867692,194447,598481,976661
1362,105248,629642,299266,47265,901919,140099,951422,309512,252311,53968,618957,637805
1363,932434,292419,1040797,665054,225683,322270,164354,919520,524602,11355,775483,177314
1364,123697,456348,572082,757597,563390,196541,95000,551234,883276,647740,1029166,728487
1365,879366,196094,672128,875212,253239,146932,194664,90164,140412,967808,315613,106224
1366,418256,1001224,519130,226141,580153,692347,824111,405636,487721,687923,417449,20175
1367,417731,502996,591615,714507,423170,221948,891117,185778,849957,1025852,959867,538276
1368,402868,176170,672262,802371,263296,232504,906478,89738,417060,812709,148182,253582
1369,270967,274285,169181,635612,272135,794911,300048,381509,35287,234655,935529,334463
1370,494283,825393,307747,236217,43863,670264,488760,376711,619331,1002037,331861,529331
1371,313934,93150,744604,604775,174116,53933,933473,495282,853181,687036,395692,115434
1372,535301,338381,329037,332133,861241,36642,324282,461716,1038580,732286,33385,213735
1373,966222,932904,979047,741699,628651,506808,219136,161084,247053,699415,383795,756534
1374,368110,34533,797366,544549,1008114,77421,232091,91553,338563,897299,1036929,906138
1375,185115,533455,298428,541052,34582,681886,931927,949020,2098,758593,215226,452244
1376,278926,594018,338973,432240,1013755,239092,432161,130146,1040580,410868,633997,155679
1377,538264,789339,847854,623726,351610,561729,153865,909564,820131,761381,955208,774806
1378,967091,65787,53915,430595,108262,819559,556147,155664,660288,247894,112012,911121
1379,290656,517737,201851,425948,196950,72404,329063,378582,969404,600891,571690,661281
1380,355299,1029667,838308,44138,990683,665884,380877,714694,135416,609497,97024,162308
1381,491516,275282,43190,236623,305896,887674,512673,427891,619491,407410,678845,536181
1382,663413,215374,847841,380853,421280,598588,108887,893437,502587,153990,191234,787932
1383,210193,943589,864169,600705,314794,66485,102090,705710,548112,371368,96660,489116
1384,603538,285611,503098,979728,487051,763141,286426,772254,959913,71491,761713,681301
1385,848522,349772,675541,499997,179549,68195,201639,860954,210966,303495,940775,639289
1386,206388,504038,254452,574779,470879,942549,639114,464651,116084,683910,1005805,417477
1387,90964,599723,190695,323099,198332,541997,622155,455070,630018,1011395,375106,113974
1388,42211,714093,464936,442548,556451,881347,359406,20511,477626,567877,935182,860578
1389,533485,460207,422693,678683,786695,945988,428629,115303,817656,424559,343382,467447
1390,304772,34046,990390,10013,298204,98480,655287,713236,246492,636449,577979,856679
1391,987683,1032642,757247,842725,100154,620507,661626,19111,968235,820490,8532,833138
1392,670935,418977,1046379,108798,456606,130484,384635,664437,276916,202378,242166,996153
1393,778756,547446,795682,740812,427959,1003198,740890,504093,917203,761114,893791,141439
1394,338701,389877,500865,851070,785744,918666,268031,138763,506668,1030435,383587,994388
1395,469609,427456,37699,488774,334023,786520,948781,370714,1027881,684658,796692,628486
1396,301307,303176,29656,447437,557259,1048290,851078,28034,147858,878129,740013,493348
1397,572291,82734,732188,955869,37374,1038980,297215,413261,653927,851976,407188,584862
1398,658675,230206,691088,440700,379750,540557,204362,217993,659697,391394,917711,647762
1399,951156,838070,218740,496072,192582,241033,604323,908016,270657,719907,795594,449426
1400,904533,663733,90775,473891,320574,584748,981262,222340,291069,18491,198974,778378
1401,314692,970043,920092,149902,795164,296632,420222,1045177,840144,49633,64186,35972
1402,174386,3729,721401,360599,449231,1022463,948256,450599,902936,20073,61827,444275
1403,901091,177853,255970,327845,842270,623264,764213,1005949,842038,452947,335045,635216
1404,55163,38346,1005010,688297,190623,454225,231760,321468,943692,851161,418249,320218
1405,1027968,182302,569065,154403,893166,622149,812643,259267,83538,195503,923696,336456
1406,807103,418799,463439,193161,466040,929929,359793,303709,890524,444131,308463,191371
1407,846029,539880,899146,610026,509468,673164,418468,974049,915019,138242,686580,650758
1408,152222,1007979,604134,87751,786064,605215,13916,107647,789616,304199,693136,1039433
1409,220706,236066,177953,855588,239436,812875,415928,581819,639146,963754,881633,188131
1410,587084,46728,561988,488499,247843,62354,529209,1045561,814098,959753,993623,132830
1411,339279,512093,374343,520228,238620,118435,583561,552373,347089,662571,460958,370828
1412,442089,853866,957867,3193,359475,77287,433782,613696,876329,474071,538276,220171
1413,610921,803639,466415,547890,280347,48000,502940,522,632947,836087,897655,672000
1414,279040,462376,229304,795716,818593,729891,50859,637251,935461,621315,370159,616678
1415,317366,936451,330209,475189,472847,997285,253904,464178,344424,294478,670666,346792
1416,664407,314596,74693,44955,251656,1019318,846307,157217,500595,279037,85197,178881
1417,71086,897907,934016,547380,43624,625556,437157,443773,169356,57476,266971,120579
1418,226783,872029,841501,821080,135923,122883,678275,839135,11610,33993,864603,787297
1419,984082,497279,90485,15172,515384,860712,109900,1005851,188293,135829,424179,934901
1420,507391,197709,209763,547334,238329,70002,417658,280442,388225,113374,141444,837913
1421,32386,307656,953819,60654,960632,387449,646501,605594,997810,251752,361165,933009
1422,421077,823819,978998,613530,1033509,958090,582118,294114,1031723,101908,320992,934645
1423,821969,153132,488406,101763,658721,227089,665258,763408,195182,1020630,77426,991678
1424,314275,839693,896902,555752,953748,213157,966553,623151,289752,174460,259339,512947
1425,193495,604042,737,71852,147749,433948,846418,495496,925883,709938,913811,617067
1426,689612,562053,907942,724816,970645,315624,778777,333081,953247,469003,393906,681731
1427,455336,179795,874026,989159,947296,629324,675399,201548,399682,512204,748302,766143
1428,355281,621370,630482,261903,782049,493653,869094,704996,363864,253981,744955,421797
1429,868256,288655,530051,335769,43760,536526,928056,10524,63069,405620,709773,726260
1430,178298,283691,1036564,492287,1022222,642766,907367,502671,543444,214294,725219,55679
1431,363720,617852,407667,638529,723002,694425,59427,637074,465103,183926,528384,382998
1432,1027917,290281,282230,972934,250231,343225,793672,644177,171568,732098,635493,427819
1433,705465,722952,15456,225215,744914,790093,279494,148210,327196,333433,352953,841743
1434,763262,306249,293313,785429,748247,676758,913473,446010,410402,684906,905393,809865
1435,267542,368236,111628,134550,73467,831116,967861,15795,138320,75587,818936,841802
1436,9938,977139,139000,989833,606713,743256,422239,115438,590098,181612,766896,876276
1437,818341,989898,83263,568632,793744,411188,942660,437358,881702,28297,911371,792217
1438,240537,532196,988314,840631,867839,357037,268819,699190,239340,220462,762109,684549
1439,851782,942546,762883,1045387,198478,354148,612029,1040995,183035,867453,38153,187657
1440,307480,516415,589094,773918,901112,636241,1002276,421400,558956,834448,764979,154146
1441,965508,911513,146155,859827,97576,1011865,968676,870530,45167,555296,485763,940259
1442,22189,731413,288317,140696,469137,671878,455903,242061,671479,168296,1024707,720887
1443,238517,499073,989168,194872,151292,955907,1014278,1023193,420575,988792,1002753,110684
1444,809692,241304,295180,554118,496394,912940,993049,684109,3455,1003707,590243,58677
1445,841948,861420,409660,436030,31001,272689,760590,990990,527615,880848,994599,990656
1446,150480,636939,164259,640886,126346,927586,77246,7351,647877,61152,968186,125355
1447,136331,222916,840319,402736,809106,110580,719729,784292,435954,1042618,81701,329924
1448,964029,299108,711023,1016867,595693,80399,938712,766091,100850,107518,757806,152076
1449,66423,975456,806029,539360,408310,107112,94834,842043,607005,20373,525407,581397
1450,917926,138763,965498,925998,547351,879206,468093,1016563,60076,110640,974650,699312
1451,40596,544356,114246,1004292,567569,908899,217846,504981,232609,969782,909600,868234
1452,579518,564680,568866,515764,247174,253539,686680,294315,298709,370241,291130,331740
1453,89774,613671,465345,600255,527590,765495,304724,204430,12624,691070,475456,597128
1454,580480,691386,926045,646284,406969,199867,687836,43264,433862,761529,401694,410606
1455,289488,155724,51599,937360,539395,184521,220825,704993,1004811,258375,589367,128874
1456,40830,800778,770225,805255,398723,642127,817955,716428,695248,487894,70347,391813
1457,686261,545332,12164,620309,13080,964545,658969,620807,47156,519353,988166,183055
1458,539832,462190,275634,828768,117110,318611,385500,811744,358790,818285,913118,990588
1459,85186,663653,957176,553753,965053,611468,925232,977644,910779,466766,492939,640639
1460,355355,252232,262107,336773,359897,60401,869255,856165,311958,682822,493924,1027448
1461,842933,361282,445757,130718,174516,243883,644598,903879,689341,295900,997079,967228
1462,176496,159120,240949,959045,109740,536155,986427,67974,476270,360070,763881,141586
1463,53450,626565,496807,5681,518558,556279,753958,335336,956894,498202,711342,270369
1464,953955,317502,499447,958415,207672,212350,128995,179969,427445,751355,302113,715030
1465,466643,1041389,739227,903491,247021,396343,99395,418584,79593,60144,790889,387162
1466,879529,376348,5041,229468,1013267,739698,1001322,568048,845736,588154,399839,209700
1467,212680,57974,349597,98154,79713,434149,813323,749264,510331,778224,561302,460881
1468,121659,524968,419351,158546,504382,700668,2234,271690,884571,151262,364284,442181
1469,678620,762652,891115,489491,943335,575049,46040,451940,620321,619990,619272,48507
1470,915099,353527,137393,726811,828231,19164,883986,822851,483950,1021241,936444,578824
1471,532528,1035187,150371,226567,426185,518766,289629,44677,647239,123651,124124,109520
1472,305964,508586,426032,432244,746204,466849,2250,351055,160081,416950,590094,28
1473,67527,742266,817000,153635,27887,508282,314459,828296,79850,168313,917807,877495
1474,959786,44239,1036257,779433,401260,742915,811659,554440,337167,242966,984206,500606
1475,623502,74946,106361,110539,846135,388426,694070,799284,454225,716071,988330,248098
1476,407250,1002808,739719,83525,482990,822052,805636,1002353,749392,341641,733897,994420
1477,314143,612300,183845,984678,681648,750968,378180,852584,386705,572030,725180,149697
1478,784164,86059,583297,588477,806640,648088,817490,898144,649781,297652,92326,459155
1479,833881,617109,1029887,309364,616443,455886,513251,614700,116615,387249,610107,408408
1480,194071,183093,766808,765271,380989,360178,81046,336595,707769,646220,592788,752345
1481,176908,487555,342617,321073,302384,438313,789252,178638,625323,317438,229587,253427
1482,569407,746808,462192,294740,1010419,572145,763493,641540,637371,217230,111680,800547
1483,816628,755828,740834,720577,67713,223768,449196,164271,182209,701386,241921,577169
1484,785675,392068,101818,920213,929544,877560,72266,828306,1040433,167214,61818,1013114
1485,189924,640718,125065,701244,656763,920511,724890,47829,833455,47065,392933,242638
1486,497668,1029114,874912,178864,110635,87959,965829,596775,550833,1041116,415800,732410
1487,679177,511,815326,90525,79753,209182,547012,123508,402317,462332,720150,469229
1488,600704,877967,928329,759880,438268,397960,779624,623393,991694,797138,972252,335949
1489,883153,910766,791619,499446,284673,605520,297952,243042,562380,434046,113180,662915
1490,177369,861706,829814,1033288,900679,688895,105647,1010579,163981,1009999,310344,152424
1491,999735,370623,214584,426795,873817,846634,528745,517984,885230,430372,1044242,701469
1492,413144,490789,519699,589289,434719,329082,78449,1016398,1013302,89534,38652,222951
1493,25221,184180,622718,63839,432294,375231,836058,358549,986118,668035,1035045,749100
1494,260642,501294,595660,651248,217878,265832,339947,941950,487357,301129,870906,732104
1495,234383,401607,609945,803917,673389,67078,1029773,882984,995711,223486,53776,809052
1496,643138,498704,396937,985433,419902,354257,882490,851795,1015436,186345,957239,29684
1497,130991,650995,691731,934930,163085,617009,173479,450307,646752,194666,791493,31061
1498,693720,187236,512852,10797,303492,946333,1019870,1046217,1046879,877429,343843,583701
1499,632977,30840,872331,842332,44839,739952,943077,7517,746170,360932,489510,560118
1500,931317,654914,744001,408256,966631,957978,778235,351969,206922,12697,1016041,229176
1501,906044,35625,583653,968224,276244,237327,27830,45692,594741,626094,539111,1043032
1502,362525,267239,291578,630036,786477,650056,524801,385550,861628,449359,317914,114463
1503,160558,138520,1026986,786527,907872,657621,501978,996645,927808,437130,801909,1021051
1504,20821,703096,738894,565696,437462,157177,297557,853596,400120,745981,475216,877440
1505,65763,115293,1010850,722108,171476,819139,721198,681338,214784,745218,202245,683509
1506,32580,279849,888017,846570,23851,130131,106235,127767,549399,70474,82089,30636
1507,441469,1024794,1011544,61740,569078,1021744,947210,913859,905432,574182,711353,550712
1508,464499,328764,572708,254930,57855,569646,927313,350125,24229,897658,904563,439293
1509,660747,693297,27080,782880,606707,373673,806440,999702,944858,251764,683377,303787
1510,580066,399303,854604,11284,548345,1036534,34026,30221,349319,584835,965041,173423
1511,848812,687820,1048271,645131,977411,86894,119472,661045,753414,781813,662109,207881
1512,865675,946461,688670,872387,919048,416178,385896,16566,916765,201986,420666,150135
1513,1023589,168416,1038711,372738,357028,124553,491143,872531,437321,414128,109084,66122
1514,634292,958164,747059,865232,767354,554996,642309,577663,960918,479860,611717,290435
1515,266642,168351,596710,338509,660219,609019,572152,473905,893676,638334,824650,681556
1516,764383,1005154,30467,637578,368201,408618,413660,125775,235189,3299,731439,211695
1517,5624,924469,478666,826998,111846,991011,585813,649245,155654,474180,567886,877725
1518,429491,772207,691407,960727,1045925,241376,103735,322126,630557,635970,460400,600704
1519,1009718,829718,674803,328699,223644,757782,213225,395362,497827,240530,621421,1045096
1520,615215,302328,584192,297041,759057,399130,56959,889485,504253,630872,539933,646900
1521,850399,214310,61401,942300,1001210,664477,284748,734471,995814,414913,200595,8490
1522,809933,861196,509856,5016,900996,238456,906637,984271,918950,909241,209153,946221
1523,133665,544466,609958,524892,772687,799606,1005806,957008,579625,1002073,838259,172485
1524,662617,778681,676271,675525,707755,834821,600211,391616,719009,922690,324871,460018
1525,751169,306098,307164,988248,284810,786156,429294,1009701,777714,326835,76769,124829
1526,773558,683730,468778,1041113,206581,765753,419308,388314,701989,1009744,798767,138280
1527,260411,229007,596871,942773,888465,495237,436532,589595,482136,801730,386361,984246
1528,977485,396566,732648,187536,399562,9764,805780,1037886,809485,373546,975366,387461
1529,773209,698400,989785,999598,507669,113746,243293,1019942,79854,709488,339593,220623
1530,150205,145206,995189,845631,512552,647967,218611,234374,1017293,413652,495699,639218
1531,954743,696556,827392,864375,120382,567543,52119,335096,486177,102490,968297,244413
1532,658719,318349,916646,873148,902762,650738,175353,820528,937763,5122,534010,966656
1533,235627,358378,970410,381284,686756,592469,819448,382970,913802,1006665,297362,9274
1534,196530,237942,316365,862793,468265,532552,32939,724792,781473,363282,380127,113921
1535,623004,124843,445116,626049,147307,78650,351815,592301,876184,582018,143226,830457
1536,733992,913810,63201,898719,750774,361172,320817,430851,754257,677094,888334,647282
1537,414840,942052,378467,217322,985490,798656,311676,896305,414688,647435,681019,662090
1538,851594,345596,879538,557459,663725,721371,131564,223756,558979,392804,484795,805377
1539,448089,337119,88473,545772,417405,935146,279624,971531,910333,606624,671912,613398
1540,170515,40894,424860,272277,853845,480284,736994,240854,522599,720646,474911,626079
1541,203591,169494,851766,885931,497864,504628,510733,1047056,1000410,896346,307677,455489
1542,677178,997817,387818,854587,150607,92124,744835,284176,224815,835129,18822,669223
1543,143047,849219,104454,889432,504045,256938,1033454,89507,997490,573059,434762,139703
1544,144770,1028506,647822,609990,839284,22387,965569,24105,97135,351351,919322,265327
1545,502609,502197,597630,782452,744637,81942,554986,267565,635128,452928,767248,120502
1546,427102,718250,582220,34413,303878,819961,638500,693210,969165,604726,867609,902818
1547,300883,890184,829692,617214,520988,453778,913693,357159,277581,152063,542559,964876
1548,582409,912466,607743,806090,618524,1014793,331662,67577,90620,588850,930584,958024
1549,306495,997642,518815,93827,851338,257568,530217,333981,328943,1006422,143029,622500
1550,373971,288418,489242,986593,554323,934221,444157,889821,932224,418478,721134,796487
1551,870520,89266,168988,920502,44792,436572,42860,770177,981275,222522,835297,383839
